,Name,size,MRP,price,url
160,SBL Sabal Serrulata Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹79,/otc/sbl-sabal-serrulata-dilution-30-ch-otc348627
161,SBL Drops No. 4 (For BP),bottle of 30 ml Drop,₹175,₹142,/otc/sbl-drops-no.-4-for-bp-otc329038
162,Dr. Reckeweg R6 Influenza Drop,bottle of 22 ml Drop,₹270,₹227,/otc/dr.-reckeweg-r6-influenza-drop-otc326076
163,SBL Cholesterinum Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹165,₹137,/otc/sbl-cholesterinum-trituration-tablet-3x-otc339005
164,SBL Nixocid Syrup,bottle of 500 ml Syrup,₹290,₹249,/otc/sbl-nixocid-syrup-otc325887
165,New Life Bach Flower Rescue Remedy 30,bottle of 100 ml Dilution,₹200,₹180,/otc/new-life-bach-flower-rescue-remedy-30-otc701188
166,Dr Willmar Schwabe India Withania Somnifera (Aswagandha) Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹89,/otc/dr-willmar-schwabe-india-withania-somnifera-aswagandha-mother-tincture-q-otc391463
167,SBL Arsenicum Album Dilution 200 CH,bottle of 30 ml Dilution,₹100,₹84,/otc/sbl-arsenicum-album-dilution-200-ch-otc345914
168,SBL Natrum Muriaticum Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹76,/otc/sbl-natrum-muriaticum-dilution-30-ch-otc338310
169,Dr Willmar Schwabe India Sabal Pentarkan Drop,bottle of 30 ml Drop,₹175,₹146,/otc/dr-willmar-schwabe-india-sabal-pentarkan-drop-otc327652
170,ADEL 17 Glautaract Drop,bottle of 20 ml Drop,₹295,₹246,/otc/adel-17-glautaract-drop-otc326103
171,SBL Ginseng Mother Tincture Q,bottle of 30 ml Mother Tincture,₹365,₹287,/otc/sbl-ginseng-mother-tincture-q-otc338483
172,SBL Avena Sativa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹100,₹82,/otc/sbl-avena-sativa-mother-tincture-q-otc338515
173,ADEL 9 Cri-Regen Drop,bottle of 20 ml Drop,₹295,₹246,/otc/adel-9-cri-regen-drop-otc326114
174,SBL Thuja Occidentalis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹115,/otc/sbl-thuja-occidentalis-mother-tincture-q-otc338408
175,SBL Bio-Combination 28 Tablet,bottle of 25 gm Biocombination Tablet,₹105,₹88,/otc/sbl-bio-combination-28-tablet-otc331081
176,Adven Osteodin-Z Oral Drops (25ml Each),box of 2 bottles,₹555,₹489,/otc/adven-osteodin-z-oral-drops-25ml-each-otc567455
177,SBL Alfalfa Tonic with Ginseng,bottle of 115 ml Tonic,₹125,₹103,/otc/sbl-alfalfa-tonic-with-ginseng-otc328975
178,SBL Calcarea Carbonica Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹89,/otc/sbl-calcarea-carbonica-dilution-200-ch-otc346039
179,SBL Ginkgo Biloba Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹182,/otc/sbl-ginkgo-biloba-mother-tincture-q-otc338479
180,SBL Gelsemium Sempervirens Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹76,/otc/sbl-gelsemium-sempervirens-dilution-30-ch-otc338332
181,SBL Acidum Phosphoricum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹120,₹93,/otc/sbl-acidum-phosphoricum-mother-tincture-q-otc338535
182,SBL Hamamelis Virginica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹118,/otc/sbl-hamamelis-virginica-mother-tincture-q-otc338477
183,SBL Kali Muriaticum Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,₹105,₹90,/otc/sbl-kali-muriaticum-biochemic-tablet-6x-otc331049
184,SBL Histaminum Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹76,/otc/sbl-histaminum-dilution-30-ch-otc348943
185,SBL Calcarea Fluorica Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹105,₹88,/otc/sbl-calcarea-fluorica-biochemic-tablet-12x-otc331088
186,SBL Alfalfa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹88,/otc/sbl-alfalfa-mother-tincture-q-otc338527
187,Bakson's Spondy Aid Drop,bottle of 30 ml Drop,₹175,₹147,/otc/bakson-s-spondy-aid-drop-otc326059
188,SBL Vertefine Drop,bottle of 30 ml Drop,₹140,₹117,/otc/sbl-vertefine-drop-otc328991
189,Dr Willmar Schwabe India Berberis Pentarkan Tablet,bottle of 20 gm Tablet,₹175,₹144,/otc/dr-willmar-schwabe-india-berberis-pentarkan-tablet-otc328680
190,Dr Willmar Schwabe India Jaborandi Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹120,/otc/dr-willmar-schwabe-india-jaborandi-mother-tincture-q-otc391105
191,SBL Swertia Chirata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹114,/otc/sbl-swertia-chirata-mother-tincture-q-otc338416
192,Dr Willmar Schwabe India Phytolacca Berry Mother Tincture Q,bottle of 30 ml Mother Tincture,₹230,₹191,/otc/dr-willmar-schwabe-india-phytolacca-berry-mother-tincture-q-otc391484
193,Dr Willmar Schwabe India Topi Thuja Cream,tube of 25 gm Cream,₹75,₹63,/otc/dr-willmar-schwabe-india-topi-thuja-cream-otc327365
194,SBL Mercurius Solubilis Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹77,/otc/sbl-mercurius-solubilis-dilution-30-ch-otc338313
195,SBL Antimonium Tartaricum Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹77,/otc/sbl-antimonium-tartaricum-dilution-30-ch-otc338380
196,SBL Withania Somnifera Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹86,/otc/sbl-withania-somnifera-mother-tincture-q-otc338405
197,SBL Hypericum Perforatum Dilution 200 CH,bottle of 30 ml Dilution,₹100,₹84,/otc/sbl-hypericum-perforatum-dilution-200-ch-otc347950
198,SBL Pothos Foetidus Mother Tincture Q,bottle of 30 ml Mother Tincture,₹365,₹303,/otc/sbl-pothos-foetidus-mother-tincture-q-otc338428
199,SBL Alfalfa Tonic Paediatric,bottle of 180 ml Tonic,₹165,₹139,/otc/sbl-alfalfa-tonic-paediatric-otc328980
200,SBL Stobal Cough Syrup,bottle of 115 ml Syrup,₹110,₹99,/otc/sbl-stobal-cough-syrup-otc328987
201,SBL Drops No. 3 (For UTI),bottle of 30 ml Drop,₹175,₹146,/otc/sbl-drops-no.-3-for-uti-otc329039
202,SBL Causticum Dilution 200 CH,bottle of 30 ml Dilution,₹100,₹84,/otc/sbl-causticum-dilution-200-ch-otc346123
203,SBL Cantharis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹315,₹267,/otc/sbl-cantharis-mother-tincture-q-otc338508
204,Allen A87 Creatinine & Blood Urea Drop,bottle of 30 ml Drop,₹170,₹143,/otc/allen-a87-creatinine-blood-urea-drop-otc330464
205,SBL Aesculus Ointment,tube of 25 gm Ointment,₹70,₹57,/otc/sbl-aesculus-ointment-otc330972
206,Dr Willmar Schwabe India Passiflora Incarnata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹120,₹102,/otc/dr-willmar-schwabe-india-passiflora-incarnata-mother-tincture-q-otc391475
207,SBL Ruta Graveolens Dilution 200 CH,bottle of 30 ml Dilution,₹100,₹84,/otc/sbl-ruta-graveolens-dilution-200-ch-otc348620
208,SBL Justicia Adhatoda Mother Tincture Q,bottle of 30 ml Mother Tincture,₹100,₹85,/otc/sbl-justicia-adhatoda-mother-tincture-q-otc338444
209,SBL Apis Mellifica Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹75,/otc/sbl-apis-mellifica-dilution-30-ch-otc338377
210,SBL Ferrumsip Syrup,bottle of 180 ml Syrup,₹180,₹158,/otc/sbl-ferrumsip-syrup-otc328997
211,SBL Natrum Muriaticum Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,₹95,₹79,/otc/sbl-natrum-muriaticum-biochemic-tablet-6x-otc330938
212,Dr Willmar Schwabe India Hydrastis Canadensis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹515,₹433,/otc/dr-willmar-schwabe-india-hydrastis-canadensis-mother-tincture-q-otc391074
213,ADEL 2 Apo-Ham Drop,bottle of 20 ml Drop,₹295,₹262,/otc/adel-2-apo-ham-drop-otc327734
214,SBL Silicea Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹86,/otc/sbl-silicea-dilution-200-ch-otc338177
215,SBL Agnus Castus Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹81,/otc/sbl-agnus-castus-dilution-30-ch-otc345716
216,SBL Pulsatilla Nigricans Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹85,/otc/sbl-pulsatilla-nigricans-dilution-30-ch-otc338190
217,SBL Hepar Sulphur Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹76,/otc/sbl-hepar-sulphur-dilution-30-ch-otc338323
218,SBL Natrum Phosphoricum Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,₹105,₹88,/otc/sbl-natrum-phosphoricum-biochemic-tablet-6x-otc330946
219,Bhargava Tumorin Drop,bottle of 30 ml Drop,₹166,₹149,/otc/bhargava-tumorin-drop-otc327451
220,SBL Wiesbaden Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹75,/otc/sbl-wiesbaden-dilution-30-ch-otc348695
221,SBL AF-Tabs Tablet,bottle of 25 gm Tablet,₹155,₹131,/otc/sbl-af-tabs-tablet-otc328992
222,SBL Drops No. 1 (For Hair Care),bottle of 30 ml Drop,₹175,₹156,/otc/sbl-drops-no.-1-for-hair-care-otc325890
223,Dr Willmar Schwabe India Berberis Vulgaris Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹89,/otc/dr-willmar-schwabe-india-berberis-vulgaris-mother-tincture-q-otc390805
224,Bakson's Wart Aid Tablet,bottle of 75 tablets,₹215,₹187,/otc/bakson-s-wart-aid-tablet-otc326041
225,Dr Willmar Schwabe India Nux Vomica Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹76,/otc/dr-willmar-schwabe-india-nux-vomica-dilution-30-ch-otc394792
226,SBL AT-Tabs Ant- Traumatic Tablet,bottle of 25 gm Tablet,₹155,₹131,/otc/sbl-at-tabs-ant-traumatic-tablet-otc328994
227,Dr Willmar Schwabe India Aesculus Pentarkan Drop,bottle of 30 ml Drop,₹175,₹149,/otc/dr-willmar-schwabe-india-aesculus-pentarkan-drop-otc327655
228,ADEL 11 Defaeton Drop,bottle of 20 ml Drop,₹295,₹239,/otc/adel-11-defaeton-drop-otc326112
229,SBL Ocimum Sanctum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹100,₹84,/otc/sbl-ocimum-sanctum-mother-tincture-q-otc338436
230,Dr Willmar Schwabe India Ginseng Mother Tincture Q,bottle of 30 ml Mother Tincture,₹300,₹249,/otc/dr-willmar-schwabe-india-ginseng-mother-tincture-q-otc391010
231,Bjain Syzygium Jambolanum Mother Tincture Q,bottle of 100 ml Mother Tincture,₹185,₹156,/otc/bjain-syzygium-jambolanum-mother-tincture-q-otc329100
232,Dr. Reckeweg Chelidonium Maj Mother Tincture Q,bottle of 20 ml Mother Tincture,₹255,₹221,/otc/dr.-reckeweg-chelidonium-maj-mother-tincture-q-otc327771
233,Bakson's Hair Color Dark Brown Sachet,packet of 1 Sachet,₹50,₹43,/otc/bakson-s-hair-color-dark-brown-sachet-otc499063
234,ADEL 36 Pollon Drop,bottle of 20 ml Drop,₹295,₹248,/otc/adel-36-pollon-drop-otc325883
235,Bakson B22 Sinus Drop,bottle of 30 ml Drop,₹175,₹136,/otc/bakson-b22-sinus-drop-otc388057
236,Dr Willmar Schwabe India Alpha - MP Drop,bottle of 30 ml Drop,₹115,₹97,/otc/dr-willmar-schwabe-india-alpha-mp-drop-otc326047
237,SBL Silicea Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,₹95,₹80,/otc/sbl-silicea-biochemic-tablet-6x-otc368309
238,Boericke and Tafel Anti-Dandruff Shampoo,bottle of 150 ml Shampoo,₹145,₹106,/otc/boericke-and-tafel-anti-dandruff-shampoo-otc388285
239,Dr Willmar Schwabe India Topi Berberis Aquifolium Cream,tube of 25 gm Cream,₹75,₹67,/otc/dr-willmar-schwabe-india-topi-berberis-aquifolium-cream-otc326145
240,Dr Willmar Schwabe India Crataegus Oxyacantha Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹89,/otc/dr-willmar-schwabe-india-crataegus-oxyacantha-mother-tincture-q-otc390911
241,SBL Thuja Occidentalis Dilution 30 CH,bottle of 30 ml Dilution,₹90,₹76,/otc/sbl-thuja-occidentalis-dilution-30-ch-otc338171
242,SBL Fraxinus Americana Mother Tincture Q,bottle of 30 ml Mother Tincture,₹315,₹265,/otc/sbl-fraxinus-americana-mother-tincture-q-otc338485
243,Dr Willmar Schwabe India Rauwolfia Serpentina Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,/otc/dr-willmar-schwabe-india-rauwolfia-serpentina-mother-tincture-q-otc391561
244,ADEL 6 Apo-Strum Drop,bottle of 20 ml Drop,₹295,₹259,/otc/adel-6-apo-strum-drop-otc326117
245,SBL Silk N Stay Antiseptic Calendula Soap,box of 75 gm Soap,₹50,₹39,/otc/sbl-silk-n-stay-antiseptic-calendula-soap-otc330955
246,SBL Blatta Orientalis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹115,/otc/sbl-blatta-orientalis-mother-tincture-q-otc338511
247,ADEL 66 Toxex Drop,bottle of 20 ml Drop,₹295,₹246,/otc/adel-66-toxex-drop-otc326069
248,Bhargava Garcinia Cambogia Drop,bottle of 30 ml Drop,₹349,₹289,/otc/bhargava-garcinia-cambogia-drop-otc388385
249,ADEL 21 Proscenat Drop,bottle of 20 ml Drop,₹295,₹246,/otc/adel-21-proscenat-drop-otc326098
250,Dr Willmar Schwabe India Rauwolfia Serpentina Tablet 1X,bottle of 20 gm Tablet,₹165,₹139,/otc/dr-willmar-schwabe-india-rauwolfia-serpentina-tablet-1x-otc327283
251,German's No Piles Care and Cure Drop,bottle of 30 ml Drop,₹160,₹144,/otc/german-s-no-piles-care-and-cure-drop-otc650015
252,Boericke and Tafel Glow & Fairness Soap,packet of 75 gm Soap,₹50,₹40,/otc/boericke-and-tafel-glow-fairness-soap-otc498711
253,SBL Drops No. 6 (For Joint Pain),bottle of 30 ml Drop,₹175,₹143,/otc/sbl-drops-no.-6-for-joint-pain-otc329041
254,Bakson's Rheum Aid Tablet,bottle of 75 tablets,₹200,₹174,/otc/bakson-s-rheum-aid-tablet-otc402192
255,ADEL 25 Somcupin Drop,bottle of 20 ml Drop,₹295,₹255,/otc/adel-25-somcupin-drop-otc326095
256,SBL Cineraria Maritima Eye Drops Free From Alcohol,bottle of 10 ml Eye Drop,₹110,₹95,/otc/sbl-cineraria-maritima-eye-drops-free-from-alcohol-otc752842
257,Dr Willmar Schwabe India Syzygium Jambolanum Trituration Tablet 1X,bottle of 20 gm Trituration Tablet,₹165,₹138,/otc/dr-willmar-schwabe-india-syzygium-jambolanum-trituration-tablet-1x-otc325930
258,SBL Nuphar Lutea Mother Tincture Q,bottle of 30 ml Mother Tincture,₹315,₹261,/otc/sbl-nuphar-lutea-mother-tincture-q-otc338439
259,ADEL 5 Apo-Stom Drop,bottle of 20 ml Drop,₹295,₹243,/otc/adel-5-apo-stom-drop-otc326118
260,SBL Hydrangea Arborescens Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹124,/otc/sbl-hydrangea-arborescens-mother-tincture-q-otc338476
261,SBL Calcarea Phosphorica Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹105,₹88,/otc/sbl-calcarea-phosphorica-biochemic-tablet-12x-otc331092
262,Allen A82 Premature Greying Of Hair Drop,bottle of 30 ml Drop,₹170,₹142,/otc/allen-a82-premature-greying-of-hair-drop-otc330331
263,Allen A70 I.B.S.(Irritable Bowel Syndrome) Drop,bottle of 30 ml Drop,₹170,₹145,/otc/allen-a70-i.b.s.-irritable-bowel-syndrome-drop-otc330218
264,SBL Allium Sativum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹100,₹84,/otc/sbl-allium-sativum-mother-tincture-q-otc338524
265,SBL Chionanthus Virginica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹345,₹280,/otc/sbl-chionanthus-virginica-mother-tincture-q-otc338499
266,Bakson's Mig Aid Tablet,bottle of 75 tablets,₹200,₹174,/otc/bakson-s-mig-aid-tablet-otc327318
267,ADEL 44 Venorbis Drop,bottle of 20 ml Drop,₹295,₹255,/otc/adel-44-venorbis-drop-otc326083
268,Bakson's Calci Aid Tablet,bottle of 75 tablets,₹200,₹153,/otc/bakson-s-calci-aid-tablet-otc327082
269,SBL Thyroidinum Trituration Tablet 6X,bottle of 25 gm Trituration Tablet,₹165,₹140,/otc/sbl-thyroidinum-trituration-tablet-6x-otc338955
270,Dr Willmar Schwabe India Thuja Occidentalis Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹87,/otc/dr-willmar-schwabe-india-thuja-occidentalis-dilution-200-ch-otc406388
271,SBL Five Phos A+ Nerve Tonic,bottle of 115 ml Tonic,₹125,₹109,/otc/sbl-five-phos-a-nerve-tonic-otc396895
272,Allen Dewarts Cream,tube of 25 gm Cream,₹90,₹79,/otc/allen-dewarts-cream-otc330457
273,SBL Drops No. 7 (For Sinusitis),bottle of 30 ml Drop,₹175,₹148,/otc/sbl-drops-no.-7-for-sinusitis-otc329040
274,Bakson's Natrum Sulphuricum Biochemic Tablet 30X,bottle of 4500 biochemic tablets,₹655,₹589,/otc/bakson-s-natrum-sulphuricum-biochemic-tablet-30x-otc695560
275,SBL Yohimbinum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹315,₹258,/otc/sbl-yohimbinum-mother-tincture-q-otc348873
276,Bakson's Kali Phosphoricum Biochemic Tablet 30X,bottle of 4500 biochemic tablets,₹655,₹589,/otc/bakson-s-kali-phosphoricum-biochemic-tablet-30x-otc695194
277,SBL Agnus Castus Mother Tincture Q,bottle of 30 ml Mother Tincture,₹120,₹107,/otc/sbl-agnus-castus-mother-tincture-q-otc338531
278,SBL Kalmegh Syrup,bottle of 115 ml Syrup,₹110,₹99,/otc/sbl-kalmegh-syrup-otc331014
279,SBL Alfalfa Tonic with Ginseng Sugar Free,bottle of 180 ml Tonic,₹185,₹154,/otc/sbl-alfalfa-tonic-with-ginseng-sugar-free-otc328978
280,SBL Tonsilat Tablet,bottle of 25 gm Tablet,₹155,₹119,/otc/sbl-tonsilat-tablet-otc329027
281,Allen A15 Indigestion Gas & Acidity Drop,bottle of 30 ml Drop,₹170,₹143,/otc/allen-a15-indigestion-gas-acidity-drop-otc330266
282,SBL Fucus Vesiculosus Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹115,/otc/sbl-fucus-vesiculosus-mother-tincture-q-otc338484
283,Bakson B69 Sciatica Drop,bottle of 30 ml Drop,₹175,₹147,/otc/bakson-b69-sciatica-drop-otc388126
284,Dr Willmar Schwabe India Tribulus Terrestris Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,/otc/dr-willmar-schwabe-india-tribulus-terrestris-mother-tincture-q-otc391564
285,SBL Symphytum Officinale Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹115,/otc/sbl-symphytum-officinale-mother-tincture-q-otc338413
286,Dr Willmar Schwabe India Alfalfa Tonic For Children,bottle of 100 ml Tonic,₹125,₹103,/otc/dr-willmar-schwabe-india-alfalfa-tonic-for-children-otc407044
287,SBL Aurum Muriaticum Natronatum Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹285,₹237,/otc/sbl-aurum-muriaticum-natronatum-trituration-tablet-3x-otc339037
288,Allen A92 C.K.D.(Chronic Kidney Diseases) Drop,bottle of 30 ml Drop,₹160,₹133,/otc/allen-a92-c.k.d.-chronic-kidney-diseases-drop-otc330463
289,SBL Phytolacca Berry Tablet,bottle of 25 gm Tablet,₹145,₹121,/otc/sbl-phytolacca-berry-tablet-otc330968
290,SBL Crataegus Oxyacantha Q Mother Tincture,bottle of 100 ml Mother Tincture,₹186,₹155,/otc/sbl-crataegus-oxyacantha-q-mother-tincture-otc651691
291,Bakson's Diab Aid Drop,bottle of 30 ml Drop,₹155,₹129,/otc/bakson-s-diab-aid-drop-otc326086
292,ADEL 83 Bronchi-Pertu Syrup,bottle of 150 ml Syrup,₹485,₹389,/otc/adel-83-bronchi-pertu-syrup-otc326054
293,Dr Willmar Schwabe India Alpha - TS Drop,bottle of 30 ml Drop,₹115,₹98,/otc/dr-willmar-schwabe-india-alpha-ts-drop-otc325917
294,SBL Thiosinaminum Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹165,₹137,/otc/sbl-thiosinaminum-trituration-tablet-3x-otc338959
295,Dr Willmar Schwabe India Nisikind Globules,bottle of 10 gm Globules,₹120,₹100,/otc/dr-willmar-schwabe-india-nisikind-globules-otc327660
296,Bakson's Flu Aid Tablet,bottle of 75 tablets,₹200,₹167,/otc/bakson-s-flu-aid-tablet-otc327081
297,SBL Sarsaparilla Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹182,/otc/sbl-sarsaparilla-mother-tincture-q-otc338420
298,Dr Willmar Schwabe India Aspidosperma Mother Tincture Q,bottle of 30 ml Mother Tincture,₹210,₹178,/otc/dr-willmar-schwabe-india-aspidosperma-mother-tincture-q-otc390789
299,Dr Willmar Schwabe India Alpha - Acid Tablet,bottle of 20 gm Tablet,₹190,₹160,/otc/dr-willmar-schwabe-india-alpha-acid-tablet-otc328839
300,SBL Cineraria Maritima Eye Drops Free From Alcohol,bottle of 5 ml Eye Drop,₹60,₹52,/otc/sbl-cineraria-maritima-eye-drops-free-from-alcohol-otc752841
301,Dr Willmar Schwabe India Nuphar Lutea Mother Tincture Q,bottle of 30 ml Mother Tincture,₹265,₹220,/otc/dr-willmar-schwabe-india-nuphar-lutea-mother-tincture-q-otc391411
302,SBL Kali Phosphoricum Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹105,₹88,/otc/sbl-kali-phosphoricum-biochemic-tablet-12x-otc331043
303,Dr Willmar Schwabe India Hamamelis Virginica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹90,/otc/dr-willmar-schwabe-india-hamamelis-virginica-mother-tincture-q-otc391051
304,SBL Sleeptite Tablet,bottle of 25 gm Tablet,₹155,₹131,/otc/sbl-sleeptite-tablet-otc329013
305,Dr Willmar Schwabe India Damiana Mother Tincture Q,bottle of 30 ml Mother Tincture,₹140,₹116,/otc/dr-willmar-schwabe-india-damiana-mother-tincture-q-otc390932
306,Bakson's Alfalfa Tonic with Ginseng,bottle of 450 ml Tonic,₹305,₹253,/otc/bakson-s-alfalfa-tonic-with-ginseng-otc502632
307,ADEL 16 Gastul Drop,bottle of 20 ml Drop,₹295,₹246,/otc/adel-16-gastul-drop-otc327732
308,SBL Ache-Nil Drop,bottle of 30 ml Drop,₹100,₹83,/otc/sbl-ache-nil-drop-otc357578
309,SBL Gaultheria Procumbens Mother Tincture Q,bottle of 30 ml Mother Tincture,₹315,₹257,/otc/sbl-gaultheria-procumbens-mother-tincture-q-otc348919
310,SBL Paeonia Officianalis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹315,₹258,/otc/sbl-paeonia-officianalis-mother-tincture-q-otc349003
311,ADEL 79 Ferrodona Tonic,bottle of 250 ml Tonic,₹860,₹774,/otc/adel-79-ferrodona-tonic-otc327719
